Name;m_Name;Vmag;Bmag;B-V;X;Y
1923; ;20.52;21.22; 0.70;-125; 205
1902;a;20.21;20.63; 0.42; 160; 205
1969; ;20.84;21.42; 0.59;  91; 204
1968; ;20.63;21.17; 0.54;  79; 204
1947;a;21.53;22.29; 0.76;  51; 204
1984; ;21.26;21.91; 0.65; 218; 204
1954; ;21.48;22.08; 0.60; -90; 204
1983; ;20.03;20.67; 0.64; 112; 204
1959; ;21.02;21.73; 0.71; -86; 204
1968;a;21.32;21.84; 0.52;  79; 204
1983;a;20.26;21.08; 0.82; 112; 203
1994; ;20.13;20.71; 0.58; -43; 203
2013; ;21.29;21.99; 0.69; 204; 203
1999; ;21.53;22.10; 0.57; -59; 203
2010; ;20.54;21.20; 0.65;  55; 203
2003; ;21.30;21.80; 0.50; -57; 202
2024; ;20.01;20.51; 0.49; 188; 202
1973; ;21.39;21.90; 0.51; -35; 202
1985; ;19.35;19.89; 0.55;-171; 202
2014; ;19.27;19.85; 0.59; -45; 202
2014;a;19.28;19.93; 0.65; -45; 202
2003;a;21.33;22.10; 0.76; -56; 202
2010;a;21.03;21.73; 0.70;  55; 202
2028; ;18.80;18.99; 0.18;  70; 201
2017; ;20.07;20.63; 0.56; -84; 201
2014;b;20.61;21.19; 0.58; -44; 201
2043; ;21.07;21.67; 0.60; 156; 201
2048;a;21.28;21.92; 0.64; 113; 201
2021; ;20.38;20.77; 0.39; -96; 201
2046; ;19.98;20.46; 0.47;  98; 201
2046;b;21.32;22.13; 0.81;  97; 201
2017;a;21.22;21.82; 0.60; -84; 200
2046;a;20.08;20.71; 0.64;  98; 200
2061; ;21.28;21.93; 0.66;  62; 200
2047;a;21.58;22.33; 0.75; -90; 200
2047; ;20.83;21.59; 0.76; -91; 199
2033; ;20.40;20.99; 0.58;-203; 199
2034; ;21.63;22.41; 0.77;-202; 199
2064;a;20.33;21.21; 0.88;-147; 199
2069;a;21.07;21.72; 0.65; -85; 198
2069; ;20.68;21.34; 0.66; -86; 198
2064; ;18.95;19.37; 0.42;-147; 198
2049; ;21.32;21.92; 0.60;-222; 198
2106; ;19.33;19.74; 0.41; 280; 198
2102; ;21.89;22.52; 0.63; 254; 198
2115; ;20.87;21.50; 0.62; 120; 198
2106;a;19.55;20.21; 0.66; 280; 197
2115;a;20.77;21.57; 0.81; 119; 197
2116; ;21.37;22.08; 0.70; 150; 197
2122; ;20.91;21.55; 0.65; 164; 197
2112;a;20.72;21.35; 0.63;-262; 197
2097;a;20.88;21.75; 0.87;-210; 196
2136; ;20.99;21.62; 0.63; 251; 196
2135; ;20.73;21.93; 1.20; 237; 196
2144; ;19.45;19.66; 0.21; 151; 196
2099;b;20.92;21.59; 0.66; 115; 196
2144;a;20.18;21.39; 1.21; 152; 196
2125; ;20.82;21.37; 0.55; -65; 196
2097; ;20.89;21.39; 0.51;-209; 196
2166;a;20.63;21.26; 0.63; 265; 196
2147; ;20.52;21.11; 0.59;  66; 196
2153; ;21.18;21.73; 0.56; 180; 195
2133; ;20.38;21.06; 0.68; -73; 195
2144;b;20.44;21.60; 1.16; 152; 195
2083;a;21.12;21.79; 0.67;-253; 195
2165;a;21.46;22.05; 0.58; 206; 195
2166; ;20.11;20.64; 0.53; 265; 195
2158; ;20.73;21.38; 0.65;  69; 195
2133;a;21.13;21.82; 0.69; -71; 195
2159; ;20.41;21.27; 0.86;  73; 195
2115;c;19.95;20.38; 0.42; 122; 194
2141; ;21.39;21.96; 0.57;-161; 194
2139; ;21.11;21.62; 0.51;-193; 194
2175; ;21.60;22.10; 0.49; 135; 194
2149;a;21.29;21.83; 0.54; 143; 193
2165;b;21.21;22.03; 0.82; 206; 193
2178; ;21.60;22.31; 0.71;-120; 193
2139;a;21.41;22.23; 0.82;-194; 193
2173; ;19.85;20.31; 0.46;-117; 193
2123;a;21.51;22.04; 0.53;-181; 193
2173;a;20.08;20.59; 0.51;-116; 192
2178;a;21.56;22.12; 0.56;-120; 192
2204; ;21.39;21.91; 0.52; -91; 191
2204;c;22.06;22.51; 0.45; -93; 191
2218; ;20.35;20.73; 0.38;-116; 191
2197; ;20.60;21.26; 0.66;-204; 191
2224; ;20.62;21.28; 0.65;-113; 190
2171;b;21.13;21.65; 0.52;-182; 190
2251; ;21.71;22.16; 0.45; 136; 190
2253; ;20.42;20.92; 0.50; 142; 190
2229; ;20.92;21.55; 0.63;-153; 190
2215; ;19.67;20.34; 0.67;-206; 190
2214; ;20.52;21.01; 0.49;-239; 189
2213; ;21.53;22.08; 0.55;-279; 189
2287; ;20.99;21.63; 0.63; 190; 189
2275;a;21.33;21.72; 0.38;-116; 189
2210;a;22.07;22.74; 0.66;  96; 189
2260; ;19.85;20.09; 0.24;-114; 188
2248; ;20.91;21.60; 0.69;-190; 188
2275; ;20.36;20.73; 0.37;-117; 188
2261;a;22.14;22.60; 0.46;  88; 188
2305; ;18.83;19.27; 0.44;  96; 188
2242; ;20.62;21.55; 0.93;-283; 187
2287;a;20.59;21.18; 0.58; 190; 187
2305;a;21.70;22.26; 0.57;  95; 187
2298; ;20.20;20.74; 0.54; -92; 187
2310;a;21.59;22.46; 0.87;-161; 187
2315;a;19.95;20.46; 0.51;-151; 187
2323; ;20.81;21.36; 0.56; 183; 187
2304; ;20.99;21.43; 0.44; -95; 187
2280;a;20.67;21.20; 0.53;-141; 186
2348;a;19.00;19.59; 0.60; 187; 186
2277;a;21.57;22.32; 0.75;-291; 186
2277; ;20.76;21.49; 0.73;-290; 186
2330; ;21.37;21.95; 0.58;  91; 186
2336; ;19.30;19.69; 0.39; 211; 186
2350;a;21.48;22.22; 0.74;-138; 185
2362; ;20.33;20.90; 0.58; 169; 185
2364; ;20.31;20.79; 0.48;  97; 184
2380; ;21.75;22.18; 0.43; 229; 184
2328;a;20.71;21.20; 0.49;-171; 183
2389; ;20.15;20.59; 0.44; 232; 183
2369; ;21.25;21.92; 0.67;-100; 183
2388; ;19.97;20.51; 0.54; 227; 183
2389;a;19.94;20.45; 0.52; 232; 183
2325;b;21.46;22.12; 0.66;-186; 183
2399; ;21.40;21.91; 0.50; 141; 182
2403; ;19.74;20.10; 0.35; 166; 182
2418; ;21.20;21.80; 0.60; 124; 181
2341;a;21.43;21.97; 0.54;-227; 181
2417; ;21.21;22.15; 0.94;-143; 180
2416; ;20.08;20.55; 0.47;-172; 179
2442; ;20.43;21.00; 0.56; 110; 179
2396;a;21.41;22.04; 0.64;-162; 179
2398;a;21.85;22.43; 0.58;-103; 179
2431; ;19.51;19.97; 0.47;-131; 179
2431;a;20.54;21.58; 1.04;-131; 178
2434;a;21.81;22.26; 0.45;-113; 178
2446;a;21.66;22.39; 0.73;-144; 177
2480; ;18.64;19.29; 0.65; 174; 177
2480;a;20.01;20.44; 0.44; 174; 176
2469; ;21.67;22.26; 0.59;-143; 176
2475;a;21.48;22.15; 0.67; 162; 175
2472;b;19.92;21.50; 1.59;-146; 175
2507;a;20.33;20.79; 0.46; 132; 174
2498;a;20.57;21.32; 0.75;-184; 174
2492;a;21.70;22.29; 0.59; 196; 174
2539; ;21.08;21.85; 0.77; 229; 174
2540; ;21.30;22.01; 0.71; 250; 174
2498; ;19.68;20.09; 0.41;-185; 173
2497; ;21.43;22.09; 0.66;-190; 173
2549;a;20.38;20.88; 0.50; 233; 173
2492;b;21.65;22.40; 0.75; 199; 173
2547; ;20.91;21.59; 0.69; 123; 173
2577;b;20.59;21.19; 0.61;-146; 173
2549; ;19.77;20.12; 0.35; 232; 173
2520; ;20.93;21.44; 0.51;-141; 173
2464;a;21.77;22.17; 0.40;-173; 173
2503;b;21.80;22.44; 0.63;-277; 173
2547;a;21.34;22.19; 0.85; 124; 173
2520;a;20.78;21.39; 0.61;-139; 173
2503;a;21.86;22.44; 0.58;-282; 172
2533; ;20.62;21.23; 0.60;-186; 172
2533;a;21.25;22.24; 0.99;-187; 172
2588;a;19.74;20.56; 0.82; 172; 172
2553;a;20.80;21.61; 0.81; 120; 172
2539;a;21.82;22.33; 0.51; 228; 172
2572; ;19.46;20.89; 1.43; 131; 171
2577;a;20.57;21.13; 0.56;-145; 171
2584; ;21.58;22.28; 0.69; 148; 170
2608;b;20.43;21.25; 0.82; 156; 169
2594;a;22.36;22.97; 0.61; 233; 169
2608;a;20.10;20.63; 0.52; 157; 169
2619; ;20.69;21.27; 0.57; 143; 168
2571; ;20.87;21.62; 0.75;-234; 168
2593; ;20.95;21.70; 0.75;-165; 168
2600;b;21.62;22.32; 0.70; 178; 168
2608; ;19.55;20.16; 0.61; 156; 168
2603;a;20.27;20.90; 0.63;-184; 167
2648;a;21.37;21.90; 0.53; 201; 167
2615; ;20.28;20.76; 0.48;-187; 166
2595;a;20.83;21.47; 0.63;-252; 166
2621;a;21.50;22.08; 0.57;-213; 165
2665;a;20.07;20.65; 0.58; 126; 165
2674; ;19.66;20.26; 0.60; 210; 165
2640;a;21.52;21.98; 0.47;-189; 164
2665; ;19.46;19.95; 0.49; 126; 164
2653; ;21.38;22.17; 0.79;-160; 163
2695; ;21.42;22.12; 0.69; 174; 163
2715;a;21.22;22.05; 0.83; 218; 163
2701; ;20.71;21.34; 0.63; 133; 163
2704; ;21.35;22.07; 0.72; 277; 163
2653;a;20.12;20.59; 0.46;-159; 163
2715; ;20.46;21.01; 0.55; 219; 162
2718; ;20.88;21.44; 0.57; 142; 162
2693; ;20.09;20.67; 0.59;-147; 161
2729; ;20.71;21.28; 0.57; 154; 161
2731;a;20.84;21.39; 0.56; 153; 161
2700; ;19.81;20.35; 0.54;-180; 161
2699; ;20.75;21.52; 0.77;-183; 161
2737; ;20.83;21.13; 0.30; 175; 161
2706;a;21.76;22.31; 0.54;-174; 161
2737;a;20.78;21.97; 1.19; 174; 161
2712;a;19.48;20.08; 0.61;-128; 161
2731; ;20.23;20.96; 0.73; 152; 161
2740; ;21.02;21.49; 0.47; 162; 161
2689; ;20.58;21.14; 0.56;-273; 161
2712; ;20.49;21.08; 0.58;-129; 160
2766;a;20.35;21.11; 0.76; 135; 160
2693;a;20.97;21.61; 0.63;-147; 160
2739;b;20.49;21.21; 0.73;-182; 160
2761; ;20.89;21.51; 0.62; 232; 160
2760; ;21.06;21.82; 0.77; 175; 160
2739;a;20.21;21.04; 0.82;-180; 159
2766; ;20.30;20.86; 0.57; 134; 159
2735; ;19.21;19.47; 0.25;-165; 159
2770; ;18.61;19.05; 0.44; 153; 159
2772; ;21.19;21.91; 0.72; 192; 159
2770;a;19.57;20.14; 0.57; 152; 159
2744; ;21.17;21.69; 0.53;-147; 159
2739; ;19.72;20.29; 0.57;-181; 159
2735;a;20.15;21.12; 0.97;-164; 159
2777; ;20.86;21.35; 0.50; 149; 159
2777;a;21.32;21.97; 0.64; 149; 158
2735;b;20.86;21.42; 0.56;-164; 158
2716;b;21.82;22.24; 0.42;-159; 157
2795; ;21.43;21.91; 0.48; 204; 157
2767; ;19.87;20.32; 0.45;-207; 157
2738;c;20.81;21.39; 0.58; 283; 157
2795;a;21.61;22.57; 0.96; 205; 157
2767;b;21.29;21.82; 0.54;-208; 157
2800;a;22.31;22.83; 0.52; 181; 156
2767;a;20.42;21.16; 0.74;-207; 156
2792; ;19.05;19.66; 0.61;-137; 156
2816; ;21.04;21.73; 0.69; 290; 156
2815; ;20.48;21.15; 0.67; 186; 156
2820; ;21.45;22.01; 0.57; 213; 156
2819; ;20.47;21.12; 0.65; 144; 156
2815;a;20.34;21.14; 0.80; 185; 156
2826;a;20.57;21.15; 0.59; 199; 155
2792;a;19.60;19.86; 0.26;-137; 155
2804; ;20.77;21.43; 0.67;-135; 155
2826; ;19.02;19.34; 0.32; 200; 155
2811; ;21.49;22.15; 0.66;-148; 154
2801;b;19.80;20.18; 0.39;-250; 154
2827;a;20.72;21.24; 0.52; 168; 154
2790;a;21.05;21.65; 0.60;-184; 154
2821; ;21.24;21.91; 0.67;-178; 154
2801;a;19.77;20.54; 0.77;-251; 153
2829; ;21.39;22.04; 0.65;-190; 153
2810; ;21.53;22.02; 0.48;-312; 153
2870; ;20.30;20.90; 0.59; 191; 153
2867; ;21.27;21.95; 0.68; 155; 153
2851;c;19.08;19.50; 0.42;-140; 152
2870;a;21.75;22.25; 0.50; 191; 152
2853; ;20.27;21.71; 1.43;-240; 151
2867;a;20.47;21.11; 0.64; 153; 151
2907; ;19.08;19.54; 0.45; 288; 151
2907;a;20.79;21.17; 0.38; 287; 151
2925;b;21.57;22.35; 0.77; 183; 150
2885;a;21.67;22.41; 0.75;-266; 150
2897; ;20.97;21.94; 0.97;-149; 150
2929; ;19.61;20.04; 0.43; 210; 149
2928; ;20.98;21.52; 0.54; 187; 149
2905;a;21.07;21.68; 0.61; 158; 149
2885; ;20.16;20.65; 0.49;-266; 149
2908; ;21.10;21.67; 0.58;-159; 149
2897;a;21.52;22.24; 0.72;-150; 149
2929;a;21.23;21.76; 0.53; 211; 148
2912; ;21.08;21.78; 0.70;-227; 148
2916; ;21.11;21.99; 0.88;-230; 148
2951; ;21.37;21.92; 0.55; 174; 147
2951;a;21.30;21.97; 0.67; 174; 147
2971; ;19.42;19.94; 0.52; 153; 147
2977; ;20.66;21.22; 0.56; 273; 146
2981; ;21.01;21.63; 0.62; 183; 146
2986; ;20.01;20.43; 0.42; 185; 146
3002;a;21.68;22.08; 0.40; 202; 145
3000; ;21.20;21.73; 0.53; 151; 145
2959; ;21.57;22.13; 0.55;-173; 145
2986;a;21.31;21.83; 0.52; 185; 144
2968; ;21.46;22.02; 0.56;-205; 144
3016;a;20.95;21.54; 0.58; 160; 144
2975;a;21.58;22.27; 0.69;-193; 144
2966; ;20.91;21.50; 0.59;-240; 144
2968;a;21.07;21.78; 0.71;-204; 144
2966;a;21.76;22.42; 0.66;-242; 144
3016; ;19.80;20.30; 0.50; 159; 144
3002; ;20.13;20.75; 0.62; 202; 144
2975; ;20.88;21.52; 0.64;-193; 143
3013; ;20.66;21.28; 0.62; 224; 143
2968;b;20.80;21.29; 0.48;-206; 143
2965;a;20.15;20.64; 0.48;-253; 143
2987;b;20.81;21.61; 0.79;-324; 143
2989; ;21.00;21.56; 0.56;-222; 143
3004; ;21.20;21.96; 0.76;-215; 143
3003; ;21.38;21.90; 0.52;-237; 142
2987;a;20.71;21.39; 0.69;-324; 142
2987; ;20.33;20.93; 0.60;-325; 142
3076; ;21.35;22.04; 0.69; 227; 141
3064; ;21.04;21.64; 0.60; 159; 141
3032; ;20.92;21.55; 0.63;-203; 140
3075; ;20.87;21.53; 0.66; 209; 140
3074; ;21.72;22.17; 0.45; 183; 140
3081; ;19.95;20.49; 0.55; 188; 140
3060; ;20.36;21.03; 0.67;-178; 139
3081;a;20.74;21.98; 1.24; 189; 139
3090;a;21.06;21.54; 0.49;-161; 138
3070; ;20.43;21.02; 0.59;-242; 138
3108; ;20.01;20.68; 0.66; 264; 138
3111; ;21.41;22.09; 0.68; 252; 137
3090; ;20.22;21.05; 0.83;-160; 137
3070;a;21.76;22.54; 0.78;-243; 137
3123;b;20.17;20.77; 0.59; 188; 137
3123;a;19.39;19.73; 0.35; 187; 137
3091;a;21.85;22.26; 0.41; 162; 136
3123; ;19.81;20.68; 0.86; 186; 136
3111;a;21.57;22.31; 0.74; 251; 136
3092; ;20.96;21.50; 0.54;-221; 136
3105; ;18.39;18.86; 0.47;-201; 136
3105;b;20.04;20.58; 0.53;-203; 135
3105;a;19.12;19.86; 0.74;-202; 135
3165;a;21.75;22.50; 0.75; 170; 134
3103;a;19.23;19.69; 0.46;-266; 134
3166;a;22.10;22.59; 0.48; 198; 134
3141; ;21.14;21.82; 0.67;-159; 133
3174; ;21.49;21.99; 0.50; 283; 133
3167;a;20.75;21.32; 0.57; 210; 133
3182;a;21.73;22.35; 0.62; 196; 133
3140; ;20.81;21.74; 0.93;-230; 133
3183; ;20.50;21.04; 0.54; 205; 133
3138; ;20.11;20.73; 0.62;-299; 132
3163; ;20.53;21.19; 0.65;-210; 132
3170; ;21.43;22.04; 0.61;-170; 132
3138;a;19.14;19.50; 0.35;-300; 131
3200; ;18.94;20.27; 1.33; 175; 131
3199; ;21.01;21.63; 0.63; 172; 131
3203; ;20.02;20.55; 0.53; 177; 131
3200;a;20.21;20.27; 0.06; 174; 131
3206; ;20.47;21.04; 0.57; 202; 131
3175; ;20.10;20.51; 0.42;-264; 131
3210; ;20.98;21.63; 0.65; 191; 131
3185;a;21.16;21.95; 0.80; 286; 130
3175;a;19.85;20.68; 0.83;-264; 130
3194; ;19.84;20.28; 0.44;-185; 130
3219; ;20.88;21.47; 0.59; 212; 130
3228; ;20.85;21.51; 0.66; 260; 129
3226; ;20.16;20.59; 0.42; 194; 129
3194;a;19.59;20.27; 0.69;-186; 129
3232;a;20.51;21.02; 0.51; 168; 129
3230; ;20.06;20.76; 0.70; 174; 129
3226;a;20.64;21.40; 0.75; 195; 128
3231; ;20.54;21.04; 0.49; 291; 128
3232; ;19.32;19.81; 0.50; 167; 128
3237;a;21.15;21.79; 0.64; 287; 128
3237; ;20.55;21.16; 0.60; 286; 128
3247;a;20.05;20.66; 0.61; 275; 128
3240;a;21.74;22.34; 0.60; 257; 127
3247; ;18.92;19.39; 0.47; 273; 127
3204;a;22.13;23.02; 0.89;-275; 127
3251; ;19.66;20.18; 0.53; 225; 127
3232;b;19.79;20.27; 0.48; 167; 127
3257; ;21.09;21.84; 0.75; 320; 126
3256; ;20.46;21.07; 0.60; 210; 126
3245;a;22.15;22.79; 0.64; 179; 126
3251;a;21.27;21.93; 0.65; 225; 126
3256;a;20.38;20.98; 0.60; 211; 126
3275;a;19.86;20.40; 0.54; 206; 125
3253; ;21.32;21.82; 0.50;-201; 125
3225;c;20.89;21.42; 0.53;-162; 125
3257;a;21.93;22.72; 0.79; 319; 125
3275;b;19.58;20.34; 0.76; 204; 125
3272; ;20.29;20.74; 0.45; 249; 124
3275; ;18.37;18.91; 0.54; 205; 124
3276; ;20.67;21.26; 0.60; 267; 124
3272;a;21.25;21.86; 0.62; 248; 124
3280; ;21.03;21.80; 0.77; 171; 124
3262; ;21.11;21.83; 0.72;-194; 123
3287;a;21.14;21.81; 0.67; 268; 123
3267; ;20.64;21.34; 0.71;-196; 123
3287; ;20.66;21.21; 0.55; 269; 122
3311; ;18.48;19.08; 0.60; 223; 121
3311;a;20.54;21.06; 0.52; 222; 121
3292; ;21.04;21.60; 0.55;-213; 120
3316; ;19.88;20.38; 0.50; 175; 120
3297; ;19.14;19.58; 0.45;-215; 120
3326; ;20.83;21.52; 0.69; 251; 120
3316;a;20.94;21.57; 0.63; 175; 119
3303; ;20.47;21.11; 0.65;-326; 118
3365;b;20.01;20.67; 0.66; 192; 118
3297;a;18.75;19.17; 0.43;-215; 118
3368;a;21.53;22.18; 0.65; 224; 118
3297;b;19.23;19.91; 0.68;-215; 117
3365; ;19.05;19.50; 0.46; 191; 117
3325; ;21.17;21.82; 0.65;-229; 117
3368; ;20.93;21.62; 0.69; 223; 117
3336; ;19.07;19.32; 0.26;-212; 117
3371; ;18.68;19.17; 0.49; 318; 117
3338; ;20.74;21.32; 0.57;-228; 117
3373;a;21.42;22.30; 0.88; 197; 117
3373; ;21.44;22.05; 0.61; 196; 117
3367;a;21.22;22.00; 0.78; 184; 116
3365;a;19.71;20.34; 0.63; 191; 116
3338;a;20.62;21.18; 0.56;-228; 116
3387;a;20.75;21.29; 0.54; 223; 116
3387; ;20.47;21.25; 0.78; 222; 116
3356; ;19.94;20.48; 0.54;-179; 115
3356;c;19.46;19.98; 0.52;-178; 115
3340;b;19.00;19.75; 0.75;-319; 115
3392; ;20.82;21.47; 0.65; 176; 115
3393; ;19.98;20.57; 0.60; 194; 115
3361;a;22.30;22.52; 0.22;-220; 115
3356;a;19.42;19.88; 0.46;-180; 115
3384;a;20.87;21.52; 0.64;-191; 115
3356;b;19.19;19.97; 0.78;-178; 114
3398; ;19.53;19.95; 0.43; 193; 114
3384; ;20.13;20.69; 0.56;-192; 114
3405; ;20.35;21.02; 0.67; 190; 114
3423; ;19.93;20.50; 0.57; 204; 113
3422; ;20.49;21.13; 0.65; 202; 113
3391; ;20.44;21.03; 0.59;-220; 113
3386; ;21.04;21.63; 0.59;-282; 113
3406;a;18.74;19.77; 1.03; 207; 113
3436; ;18.77;19.22; 0.45; 193; 113
3432;d;20.46;21.24; 0.78; 225; 112
3436;a;19.21;19.83; 0.62; 192; 112
3442; ;19.89;20.25; 0.36; 183; 112
3457; ;19.16;19.87; 0.71; 206; 111
3414; ;21.65;22.19; 0.54;-202; 111
3456; ;21.60;22.09; 0.49; 201; 111
3430; ;20.89;21.56; 0.68;-181; 111
3432;c;18.86;19.20; 0.34; 226; 110
3413; ;21.09;21.88; 0.79;-251; 110
3401;a;21.78;22.44; 0.66;-209; 110
3464; ;21.04;21.69; 0.64; 183; 110
3468; ;20.76;21.41; 0.65; 195; 110
3475; ;20.68;21.23; 0.55; 199; 110
3475;a;21.06;21.64; 0.58; 198; 109
3480; ;20.92;21.63; 0.71; 288; 109
3456;a;21.44;22.30; 0.86; 201; 109
3460; ;21.64;22.73; 1.09;-223; 109
3484; ;21.25;21.82; 0.58; 234; 109
3444; ;21.06;21.80; 0.74;-283; 109
3462;a;19.69;20.23; 0.54; 253; 109
3469;a;20.84;21.33; 0.48; 230; 109
3460;a;21.24;22.21; 0.97;-224; 108
3459; ;18.74;19.17; 0.44;-252; 108
3452;a;21.51;22.13; 0.62;-216; 108
3460;b;21.66;22.25; 0.59;-223; 107
3466; ;21.30;22.09; 0.79;-246; 107
3506; ;19.19;19.80; 0.61; 198; 107
3506;a;18.89;19.47; 0.57; 196; 107
3522; ;20.73;21.76; 1.03; 236; 107
3522;a;19.99;20.50; 0.52; 237; 106
3483;a;18.92;19.16; 0.24; 256; 106
3497; ;20.87;21.45; 0.57;-223; 106
3522;b;20.43;21.14; 0.72; 238; 106
3506;b;19.92;20.60; 0.68; 196; 105
3544; ;20.79;21.31; 0.51; 258; 105
3486;a;22.04;22.79; 0.74;-308; 104
3550; ;21.50;22.23; 0.73; 273; 104
3553; ;20.42;21.13; 0.71; 197; 104
3534;a;20.09;20.60; 0.52;-183; 103
3564; ;20.32;20.93; 0.61; 293; 103
3534; ;19.29;19.79; 0.51;-182; 103
3564;a;21.03;21.59; 0.56; 292; 103
3571; ;20.60;21.23; 0.63; 308; 103
3585;a;21.12;21.88; 0.76; 297; 103
3573; ;21.51;22.08; 0.57; 224; 103
3575; ;21.20;22.03; 0.83; 208; 102
3554; ;21.98;22.40; 0.42;-332; 102
3585; ;19.57;20.02; 0.46; 297; 102
3558; ;21.14;21.85; 0.71;-193; 102
3551; ;20.22;20.73; 0.51;-319; 101
3575;a;20.32;20.99; 0.67; 209; 100
3568;a;21.42;22.16; 0.75;-230; 100
3551;a;20.92;21.52; 0.60;-318; 100
3600; ;21.11;21.72; 0.62; 183; 100
3575;b;18.59;18.89; 0.30; 207; 100
3619; ;20.92;21.60; 0.69; 192;  99
3620; ;19.87;20.32; 0.45; 203;  99
3620;a;20.01;20.45; 0.44; 204;  98
3594;a;19.97;20.65; 0.68;-266;  98
3594; ;19.89;20.37; 0.48;-265;  98
3644; ;21.08;21.63; 0.55; 232;  98
3646;a;19.94;20.36; 0.42; 216;  98
3646; ;19.08;19.73; 0.64; 215;  97
3605; ;20.04;20.56; 0.52;-263;  97
3652; ;18.41;18.93; 0.53; 284;  97
3638;a;21.27;22.45; 1.18; 229;  97
3646;b;21.01;21.22; 0.21; 214;  97
3667; ;20.70;21.32; 0.62; 210;  96
3632; ;19.02;19.58; 0.56;-234;  96
3641; ;19.91;20.37; 0.47;-185;  96
3632;a;19.52;20.08; 0.56;-233;  96
3690; ;20.90;21.53; 0.63; 239;  96
3694;a;22.06;22.67; 0.61; 255;  95
3684; ;20.18;20.79; 0.62; 311;  95
3650; ;20.96;21.66; 0.70;-300;  94
3659; ;21.02;21.62; 0.60;-244;  94
3690;a;20.66;21.31; 0.65; 240;  94
3640;c;20.85;21.42; 0.56;-229;  94
3680;b;22.16;22.63; 0.47; 218;  93
3681; ;21.52;21.96; 0.44;-195;  93
3717; ;21.28;21.91; 0.63; 308;  93
3640;b;20.49;21.17; 0.67;-228;  93
3716;a;22.24;22.98; 0.74; 283;  91
3715;b;21.59;22.23; 0.64; 211;  91
3742;a;20.50;21.36; 0.86; 206;  91
3742; ;19.55;20.06; 0.50; 205;  90
3713; ;21.37;22.22; 0.85;-325;  90
3750; ;20.77;21.28; 0.51; 207;  89
3713;a;21.42;21.91; 0.49;-324;  89
3730; ;20.47;21.09; 0.61;-206;  89
3758; ;19.50;19.89; 0.40; 203;  89
3755; ;20.51;21.09; 0.58; 206;  89
3758;a;18.90;19.50; 0.60; 203;  89
3733;a;19.88;20.67; 0.79;-268;  88
3733; ;18.41;18.84; 0.43;-269;  88
3769; ;20.87;21.55; 0.68; 221;  88
3754; ;20.82;21.59; 0.76;-268;  86
3732;a;21.21;21.94; 0.74;-295;  86
3798;c;21.59;22.25; 0.65; 193;  86
3767;a;18.67;19.22; 0.56;-204;  86
3790; ;20.98;21.58; 0.60; 202;  86
3732;b;21.75;22.29; 0.54;-295;  85
3798;b;21.59;22.07; 0.48; 193;  85
3798; ;21.31;21.74; 0.43; 195;  85
3807;a;20.11;20.70; 0.59; 212;  85
3798;a;21.03;21.96; 0.93; 194;  85
3807; ;19.20;19.55; 0.35; 212;  84
3812; ;20.85;21.55; 0.70; 209;  84
3789; ;20.60;21.28; 0.68;-205;  83
3821; ;19.76;20.09; 0.33; 271;  83
3830; ;21.63;22.03; 0.40; 211;  82
3847;a;21.00;21.55; 0.56; 331;  82
3847; ;20.16;20.78; 0.62; 331;  82
3802;b;20.79;21.32; 0.53;-253;  81
3816;a;20.85;21.48; 0.63;-218;  81
3829; ;20.20;20.76; 0.56;-206;  80
3816; ;18.60;19.10; 0.50;-217;  80
3867; ;20.41;21.14; 0.73; 301;  80
3835;a;21.77;22.48; 0.71;-286;  80
3841; ;20.42;21.03; 0.61;-208;  79
3844; ;20.99;21.47; 0.47;-197;  79
3835; ;20.92;21.43; 0.51;-285;  79
3840;a;21.63;22.29; 0.66;-259;  79
3842;a;21.01;21.61; 0.60;-193;  79
3884; ;21.33;22.04; 0.70; 294;  78
3881; ;19.37;19.92; 0.54; 202;  78
3856; ;20.55;21.22; 0.67;-210;  78
3840; ;20.81;21.49; 0.68;-260;  78
3897; ;21.29;21.82; 0.53; 249;  77
3871;a;19.49;20.15; 0.67;-242;  77
3902; ;18.86;19.17; 0.32; 244;  77
3881;a;21.24;21.73; 0.49; 202;  77
3871; ;18.96;19.29; 0.34;-242;  76
3874;a;20.72;21.11; 0.39;-252;  76
3877; ;20.88;21.52; 0.64;-254;  76
3874; ;20.20;20.99; 0.79;-252;  76
3922; ;20.56;21.21; 0.65; 197;  75
3922;a;20.38;20.98; 0.60; 199;  74
3934; ;21.54;21.93; 0.39; 274;  74
3911;a;20.50;21.23; 0.73;-193;  74
3941;a;20.93;21.63; 0.70; 235;  74
3941; ;20.43;20.99; 0.56; 235;  73
3944; ;18.52;19.07; 0.56; 240;  73
3911; ;20.79;21.26; 0.47;-193;  73
3944;a;19.16;19.70; 0.54; 239;  73
3940; ;20.80;21.37; 0.57;-204;  71
3969; ;20.43;21.12; 0.68; 241;  71
3972; ;20.54;21.31; 0.77; 232;  71
3977; ;20.34;21.06; 0.72; 257;  70
3942; ;21.32;22.02; 0.70;-296;  70
3953; ;20.73;21.22; 0.50;-198;  70
3997;a;21.94;22.32; 0.37; 223;  70
3993;a;21.32;21.86; 0.54; 235;  70
3966;b;20.00;20.56; 0.55;-206;  69
3961;a;21.11;21.72; 0.61;-204;  69
3993; ;20.06;20.60; 0.54; 234;  69
3950;a;21.31;21.94; 0.63;-203;  68
3999; ;21.37;21.85; 0.49; 272;  68
